text,label
arkadaş bildirim sıç siz sev de şimdi siktir gidi,1
aynı kişi aynı kıyak iki kere yap iş artık sen görev olur,0
kelime kullan kelime orada çık,0
nere gel ötür oturduk yer is var is,0
bayram mutsuz umutsuz gitmek iste ata müjde bekli,0
siz iş,0
on oldu,0
hayal geniş insan karmaşık problem konu başarılı,0
soruştur başlatıl öyle mi bun sonuç olacak kocaman bir sıfır ateş düştük yer yakar yer incin bir anne olarak başka bir de,0
sevgili al olduk leyla mecnun kitap imzasız gel ön sipariş imzalı olarak bekli bey bir yanlışlık sıkılıp imzasız gönder geri dönüş ivedilik rica eder,0
edilen tek koltuk an sen oturduk koltuk,1
dünyada güçlü insan sor kendi baş çare bakma öğren kadın deri cemal,0
recep çetin deli değil,0
türk yahudi toplum kadar bile ol alay amq bak de pkk terör örgüt deyip pkk çocuk ülke gidi,1
gol vuruş çalış ekstra bugün yapabil,0
cemal tural paşa sonra kişi birlikte tutuklattır olduk kaya sivas kamp eziyet çektir nurcu düşman paşa demokrat karşı kin nefret dolu önce cuntacılık,1
flört hastalık yakalanmayan kaç kişi biri,0
kalbı kırıl kız gör ata lan erkek biz yor artık kendi kendi atıp kendi kendi alın hadi can,0
reel yad sanal sınırsız unutul yasamak azgın kadın at porno sikiş porn türbanlı sikiş sik liseli çıtır azdım türk ifşa türk porno sikişmek boşalmak sohbet cinsellik azdım bekar gizli seksi sanal sex sakso azgın,1
kendi kendi yetebilen ülke hedef tahta oturtarak dünya kamuoyu sahne göstermelik dışlama tavır sergilemek fakat aynı zaman ülke yönetici ortak çık doğrultu perde arka el sıkışılma,0
kimse kimse sev herkes herkes samimi,0
yıl ön birisi borç ver hala geri al miktar değil aklı geliş yürek sıkış,0
tur başak trabzon maç var puan edil edilen göre şampiyon ol yönetim boyun trabzon ol bile para olmayan defans hat akık kur zanka iş bit şey sarım,0
sana kırgın sana anlat,0
ramazan uy muhasebe iyi yap,0
iş gücü yok hangi sidikli götünü kadar aç on sor he mi,1
rahat ol papaz ver lakin yakın,0
hesap al ver iş karşılıklı olur,0
öyle bir cay gelip gece yat niyetli misafir,0
olmamış can sağol sen,0
geri kafalı değil kendi güncelleyen zengin içerikli sıra dış biri,0
uzay mekik al çocuk ay mangal yap,1
gün yüz hariç yüzler gör,0
keşke gün seneye dönebil,0
yol açık ol sayın cumhurbaşkanı kazan,0
gözyaşı yenilgi insan bazen fazla dayanabilmek,0
sen durum ben alakadar et,0
gavur seküler çocuk münafık çocuk tasavvuf saldır,1
ben galiba yanlışlık depresyon girdi,0
aydınlan diyerek kamufle edecek direk kafirleşme herkes an herkes sen gavur uşak olmak aydın kurtul batın sorun karıştır mal,1
aziz vatan korumak cephe cephe koşa uğur can feda ede bütün şehit ruh şad eyle hayırlı cuma,0
söyleyen olarak,0
kış olduğunda buzdolabı gerek yok biraz kıymet bil,0
sim tamam sade sev olabilir herkes esit sevgi yine olarak alaka cidden laf,1
gel kışın ay açıl burun yay,0
kafa tırlatan atatürk yuna halen kork atatürk den bir deniz tarih göm,1
mors alfabe hışıltısız yıvışık resimleşmek kin denetleyebilmek şev,0
hayırlı cuma dua kardeş unut,0
kaç kere öl hayat kaç kere öldür,0
çalışmak biz hak engelli ata müjde bekli kazanıp önceki atama atanamayan engelli memur aday mart atan atanma kota art engelli ses ol,0
yeni okul ders gir öğrenci göre öğretmenlik bir ikinci yılım yedinci sene olma dış problem yok,0
et akrilik yağlı boya sulu boya kolay sürün,0
ben aq kusurlu ben iki gerek yok meydan gelen kaza takım yaya kusurlu bul kısım sahip kusurlu sahip baba bile yüzde kusurlu ben ben siz baba,1
merhaba selam güzel süper mükemmel sin,0
ünlü ünsüz ayrı model bunlar,1
ali tura son fazla hata bir yeni ekle yine,0
çirkin değil ben haksız,0
büyük zorluk olduk zaman allah biz yeter güzel vekil zikir cemli et,0
ben yardımcı olarak alacak bile hala teklif gelmedik kızgın,0
sayın personel alım yap kadro boşalan kadro hak değil mi suçlu belli yargı karar belli belli peki yüksek net sınır kalan atanamayan mağdur,0
bir ara gelmek vakıf ihtiyaç duyul orada bir bilimsel çalış yapılı faklı kılan,0
orospu çocuk gol hakem sayesinde hala konuş amına koyduk piç,1
kes kripto lan sen alta parmak kurban ol vasat altay hadi,1
kimse inan kimse şüphe et,0
san bazı insan ol karar ver,1
kova onlar,0
ulan teres siken ecdat sikilen gavur tohum günah var zavallı şeyh efendi aile,1
ekstra bir oyuncu orta saha kafa kafa durum getir hamle defansif olarak,0
bir gebertmek gavur gebertmek hayırlı,1
evet fena sallan var ol,0
giden mi zor kalan anket yapı beyinsizlik kanıtlı,1
gökhan özen bile kendi varlık unut otobüs on dinli harika yolculuk ol,0
sen sev sevil bağırma bırakabil,0
bende bende anıl ne yap ya,0
makam araç azatıl gidil ordu azaltıl gidil gün şehit gelir ben üzen,0
sülale anne günü kutlu ol,0
eskiden düğün güzel biz altın bir değer dolar saç etraf,0
evet ben aynı şey söyle dönem evcil hayvan olmadık hayvansal kaynaklı hastalık yoktu,0
büyük başarım dans ederek balık tutmak millet evlen,0
hanım efendi şimdi siz şöyle anlat ırkçılık güzel bir hastalık kanı bozuk olan rastlan zaten,0
bak ben yüzsüz insan böyle sahne isteri ona göre,0
deva kendi sahip bir sen değil kendi bile emanet,0
ölen değil yaşayan var,0
gavur tarafından,1
tamam şey gör hali sen bilir,1
koduğumun yerinde bir tek siz kalbı kırıl hep iyi insan,1
genel göz büyüttük insan tanıdık içinde matruşka bebek küçük insan çık,0
malatyaspor maç kadro önemli bir sıkıntı,0
faşizm ağababa gördük kes zira iyi örnek al,1
önceden hissetme başar duygu yaşayıp dolusu ben biraz duygusuz fazla umursamaz oldu zarar kendi çok içim attık sus anlatmak yad anlamak kendi,0
hikmet erdoğan hata umut mide kulübe olarak kullandık avrupa bağlayan gör can bağlandık kulübe havla devam et,1
iyi yalan kötü doğrudan doğru değil,0
destek dönüş yap sefer ilk direnç hedef böyle böyle hedef gelecek takip liste ol devam et,0
öğretmen öğretmen yanıl destek biz yeni nesil yeni hedef bekli biz nere gel yine gel zaman gelecek dağ çiçek iç açmak,0
başkan şaka yap herhalde elli oldu sat zaman,0
kahvaltı yap söyle saatlerce karşı anne baba ol bahçe biber taze taze koparıp bile güzel be özle,0
öz döndükçe kazanıp millet daim inancı güç alarak yüksel on ön inanç saldır,0
milli takım haber bile dolar yükselt kur amk müdahale suna yeter,1
bana kadar efkar bir bukle umut vaat ede iki an var zeki müren bir deniz kenar el ele konuş dedik an ışıl german yıl sonra yine sen olmak var eski dedik an,0
san görüş yazık böyle pis bir olmuş ben,0
ordu tepeleyip hüsrev tarumar et tibet habeş hükümdar ayak kapan dünya han hakan helak et mısır firavun karşın el pençe divan dur bir söz dünya sana tura haraç kadar haraç ver,0
yıl baba maç iz artık alış anne izli pepe gol at anne eskiden pepe var dimi de baba pepe gül,0
yol kalbı gel öp kalbı,0
amca antalya bir villa tut ben hayat boyun böyle bir villa gör babaanne kaç para verdi ortalık ayak kaldır,0
yemek yeme sevdik kadar hamarat,0
nazlı dert anlat doğan kanun de beyinsiz amk teselli bak,1
allah izin ver yarın şehir aksaray gel sayın cumhurbaşkanı tam iftar saatine denk gel fakirhane buyur,0
son olarak siz naçizane tavsiye venezuela ekonomi keşfetmek yerine bizzat kaynak venezuela latin amerikan tarihı oku emin olacak tek suç yönetim değil basit hesap büyük sağlıklı sonuç elde et gün,0
son sahne sonra ev git ev oldu,0
cinsiyet sana anani sikiyim sorun cidden,1
asıl marifet bulut herkes şiir yaz,0
herkes bir şekil yol bul ona bak gör an,0
kes hesap var biz söyle,0
diriliş ertuğrul mükemmel bir şekil devam et,0
halk değil cesaret iz karar verip onlar özgürlük götür sen izle,0
bunlar mağdur ulan böyle adalet olmaz ol,0
taner nihat yas grup hakaret olur beyinsiz amk bunlar,1
akılsız insan bana akıl ver çaba ben güldür,0
takim hal tek sebep vizyonsuz buyuk baskan takim secilme kimse kimse herkes vizyonsuz oy vere duran grup bile,1
sabah hayırlı iş,0
abi sarı muz ticari ye gir aman yeni tartışma yol aç maazallah,0
derhal nihat özdemir görev al adam tehlikeli galatasaray baş yak gel suç işli an yahudi kılıklı,1
taraftar taraftar ol özür dileyen kişi sahip çık protesto eder madem iki kurum kurumsal kimlik unut onlar bir kurum yönetil öğretil,0
kuş uçum koyu kır ağdalaş,0
gel biri gitmişlik var üzeri,0
bun göre göre vere haram yemiş net,1
provokasyon asla geçit veril net bir açıkla bekli,0
gelecek nesil teminat sağlıklı gıda geçmek sağlıklı gıda üretim kamu gıda mühendis sayı artırılma mümkün,0
yoldaş figen duruşma yarın saat sin cezaevi mahkeme salon,0
göz açık olduk saniye dedikodu yapan baldız eşim arayıp kurban sen adına kesecek şükür namaz kılman lazım bil ney abla öyle de de evliya olup çıktı baş,1
ali koç başkan dilencilik devam et hala,0
fransa yeni moda taraftar saha indi futbolcu dövmek,0
verilen liste konu ersun birtek orta saha tercih orta saha son isim tolgay ben belli hoca oyuncu sana vermek,0
boğa burcu olarak naif mutlu yaş,0
ali koçu ad ağzına al destur lan paralı köpek,1
biz takım ver olur hoca laf söylemeden evvel kadro açıp bakan var,0
sen devlet sen muhatap alacak it soy gerçi it sen kaliteli kanı bozuk yahudi kırıntı soysuz adi şerefsiz namussuz,1
niyet bil bölücül ben türkü müslüman kadar,1
gördük üzere dört yazabil bayım mesele insan olup karar uygulayabilmek,1
hazır müsait bir kaç iyi gel baş artık,0
gel gel göz ön gel an,0
kulluk sade allah sahih değil,0
yemek böyle ye pilavcı ben ye,0
evvel gargara yap boğul yet boğaz kan gel göz karar git yıldız gör geri gel böyle ölmek iste dedikçe banyo tezgah var yok sağ sol fırlat öyle öl,0
özel kırıklık uğramak değil mutlu olmak var,0
söylen kadar söz var susmak on bile,0
bay ince sen kurtulmak adak kes kurban kes iki kurnaz aynı çatı olmaz,1
akıl hastane yatır,1
bun söylemek kadar geç kal sayın,0
okul hoca sabah kör kurs gel ben ara arkadaş bahane hastane yat de adam anne ara geçmiş ol kahkaha atmak nefes kesil,0
kürt erkek bazen kadın birbiri öldür eder,1
ben yat zaman gel iyi gece,0
amına koduğumun atatürk düşman olduk göt,1
güzel olan şeytani,0
büyük başkan gerek yap yeter artık boş beleş çalışmayıp maaş alma,1
oy biz,0
sen görecek duy parıldayan bir sevi sıcaklık uyu uyan bak benze gelen gün geçen dal bir sevi anlamak bir yaşam harcamak harca,0
penaltı doğru hakem iyi maç yönet yaman çelişki amk,1
he he başbakan çık ses zerre titre milletvekili paralel saydır yönetim el koy ol he aq,1
baba ödül peş peş kazan anladık kadar emek karşılık al oğul al devam edecek siz sev kocaman,0
suriyeli alçak korku vatan terk et mi acep,1
koduğumun pazar erken uyan bari ol,1
ben sen toprak gir diyenler gör ben öyle diyenler toprak yalnız göm,0
hastalıklı bünye tedavi edil oy sapık düşünce kapılınmamalı,1
şerefsizlik yapıl hemen gidip eski sevgili sor lazım,1
resmen ankara çanakkale sıcak görül değil,0
dönem hala bilmeyen var,0
güzel gün göreceğiz güneşli gün,0
otobüs galatasaray beste dinleyip söyle tıpkı deplasman otobüs tek fark burada uyu ben bağırmamak kendi zor tut,0
verdik mesaj iyi anlaşıl,0
pkk sevici türkçü yobaz çomar bat yalak kürt arap sevici devrı denk gel biz şanssızlık,1
sene veli bugün kadar devlet dağıttık kitap yeterli diye bir öğretmen rastla sene ders destek kitap al kitap hazırlı ney göre hazırlı gerçekten yazık kağıt israf,1
yer gelir hep kürt olur kurt olur asla ermen kardeş kürt,1
sevgili mi neyse hayal sim,0
ben site beyinsiz cidden sıkıl kadın hareket anlam ver de gelip attık bak yaş olma açıklı hareket estetiksiz olma güzel olma siktir git etkileşim ver zaman koduğumun mal sabah sabah,1
ah cevap ver cevap ver kriter madde madde yazabil mis kendi geliştirip cevap verilebil bir mesaj yaz ön cevap vermen lazım çıkmaz bir döngü gir yine,0
yolcu bey siz sev,0
fatma şahin ziyaret et bütün çalışma et,0
ülke gelir sağlayan kurum baş yer al fakat gelir sağladık vatandaş işlem çalışan sayı yetersizlik nedeniyle aksa vatandaş yeterince iyi hizmet al mezun kurum iş yükün azalt hazır,0
orospu çocuk inşallah küme düş,1
yok yok belli öyle değil onlar öğren öğren böyle saçmala sade yer duy,1
trabzon yap yap eleştiril bazen rum olur bazen faşist bazen terörist halbuki güzel insan vatan seven ülke bağlı takım bağlı ülke tek kural trabzon herhangi bir kitle yap yap komple trabzon eleştir harita sil komik,0
ödev yapıp oy kullan ara ders not ata şaşır genel kültür olarak yarar olur siz,0
ağlamak zekat anlatamadık mızın cahit,0
gavur tohum topu gel on kılın zarar ver,1
sivrisinek oruç tut biz ateist denk gelir,0
kulak deldir de deldir can acı de şimdi bun yap ben,0
aptal gereksiz bir basar elde ettik basın yer al olabilir mi kal zaten basın düşün ona görül haber,1
evet günde kütahya bit artık yurt delirebil,0
vira bismillah biz hikaye biz film ekim türkiye ekim avrupa sinema vizyon,0
sınav arası puan alan yerine özel mülakat aldık puan geçemeyen düşük yandaş işte çıkarıp yüz bilim dön gerçek emekçi işe al baş siz inan yüzde tür inandırıcı değil,0
yaşıt oldukça evli mutlu çocuklu husus ben oldukça rahatsız et,0
ben tatlı yalanım furkan palalı asıl nejat suna,0
ev bakım bakım belediye verdiğinde bakım belediye verdiğinde oy akp,0
tarih bak bir türlü tekerrür et,0
sen yine iyi ben kardeş makyaj temizle su kal yarı kadar su doldur,0
sanat toplum mi bil kalbı böyle yanış sen,0
mevlevi döner evliya çelebi seyahat eder ol sayın bakan yol zaman bit düşünmeden,0
kadın ad olma arkadaş bana deme anlamlı,0
kadar saç cevap var doğrusu unut aq,1
hakaret yap,0
üst arama yet ara el koy gözaltı hatta tutukla yap hakem,0
şimdi suriye çatışma yine olan türkiye savaşt bile olan türkiye ol aq,1
ben ciddi bil direk olur,1
zam tarihı itibaren geçerli olmak üzere motorin pompa fiyat yansı şekil artış olmuş motorin dizel,0
şiir yetenek oğul bunlar,0
sevmedik tek siyasetçi para pul atatürk resmı bastırıp kendi resmı koydur sene anıtkabir inşaat tamamlan atatürk defnedil yemek masa atatürk hakaret yıl atatürk ye göre ata yak dost,1
duygusuz değil sade aynı şey üzül kadar salak değil,1
geçmiş ol önemli bir,0
sayın hiçbir proje ziraat mühendis atama yapılmadan hayat atan,0
tabakhane yetiştirmek sosyal medya ona buna laf yetiştirmek arası fark bul,1
ay yok çocuk değil ona çocuk de bin şahit gerek vallahi yok şükür,1
şeytan şeytan şeytan iyi insan karşı,0
tanrı dua bil sana şiir oku,0
video bir örgüt lider övgü banka dedik ada karşı miting yaptılarasıl trajik olan video çekil yapılan karşı mücadele edenler şimdi adam emir akıl,1
ben halim sokan bulan kadar ciddi bir durum büyük bir kapı aç,0
kayser mantıcı bile yok gerçekten garip şehir gezil tek bir yer yok,0
bey böyle vahşet canavarlık paylaştık anlamak mümkün değil haber ancak moral boz stres yap siz böyle olay haber yapma yakışık bulmadık üzüldük ifade etmek isteri yolsuzluk mücadele deve edin,0
bayram engelli bin ata müjde bekli lütfen bun gör,0
devlet bahçeli salı gün çık kürsü vatan millet sakarya konuş devam et akşam bin araba koleksiyon bir araba şehir tur at şu bil ben ben yıllarca oy verenler sen göm biz vatan ver biz,1
şimdiden tebrik kendi yapmadık totem,0
ben kız saç oyna duygu değil,0
emrah halk dem halk yanında var elit üretemeyen halk em fazla kadar olur,0
ulan dun iki dakka sonra ara de saat amk,1
bugün tun fa yemeni balkan fetih kutlan ora artık biz bayrak altın değil bugün kutlayabil özgür anacak,0
antalya bugün görev istifa et konu yorum adam seci antalya el geleni ben,0
erkek konuşur hoş gitmeyen içim siktir git cevap ver mesaj,1
bun okuyan insan bil mi sen laf çektik aptal oyna biraz bana oyna,0
kül olmuş zaten yandık bir önem yok,0
sevdik çocuk tam bir beyinsiz amk git spor yazıl ye eben zaten,1
eskiden hekim olmadan ön astroloji öğrenmen zorunlu olduk bilgi duyduk şok olmuş san günü tıp bilim bitiklik cümle iyi anlat astroloji bilgi olmayan bir doktor kendi doktor olarak tanıt hak,0
ele layık ilk dinleyiş ezberle tuğkan sevgi kimse sorgula,0
peki bun haber var,0
antagonist şahsiyet dedik diyecek ben mükemmel hesap,0
yine konuş sahur dek ben hasretli oruç sensiz iftar et,0
umar sen bir gün baş gelir,0
şimdi değil sen,0
kardeş köy kalkıp gel sonra kalabalık falan ağla gel siktiğim memleket kalabalık ol beğen yerleş hele hele habeş maymun bak,1
onlar yarın çık aldatıl kandırıl der millet zaten saf ol kandırıl ol,1
sen bir amına koy olum,1
yemin eder aynı yorum yap,0
yemin eder tazminat gerek biz tacizci,1
orospu zaten görün sürekli huzursuzluk var,1
haber gavur sevici zor git emir aldık kızınca göz girmek böle şey yazıver la galibe illallah,1
bana artık hiçbir iyi gel hayat severek yediğ var hepsi vazgeç lazım,0
elanur acayip sinir boz yürü resmen amk kari,1
birey sonuç ilgili tepki sonuç gerçek seviye ziyade diğer elde ettik sonuç yapılan karşılaştırılma dayan,0
kartal çöken katlı apartman enkaz alınan beton numune deniz kum deniz kabuk çık deniz kum yap yuh ol,1
tercih hak verilmeyen hala bir şekil atama yapılmayan özür gurup arladaş var mağdur,0
hiçbir şey inancı umut kalmayan kişi değiş öyle yaptık hiçbir on öyle bişi,0
kaz dağ an büyük zarar verilmek küçük bir çocuk kadar hassasiyet gösteremeyen söyleyecek ürküp sansürleyen devlet televizyon zavallı bir sunucu,0
emin hareket biz kadar et bekli ol hayat gel dun tekrar anlamak,0
pis kan karışım üreyen bok beklen düşün rasistlik zaman kötü değil arap sevecek kuş boku sever,1
al siz gerçek yaz leş nem,1
kış atlatıp mevsim hasta olmak gece ölmek iste,0
onlar biri ben gül geceleri gökyüzü baktığında sana bütün yıldız gül bilen yıldız olacak sen,0
okul ilk sandık denk gel bütün problem muazzam,0
kaleci numara forvet iyi kesinlik,0
oslo hazırlık on üst oran yarı dakika oynan hala gol yok,0
kadın ağız boşaltma sev,1
bursa minibüs bindi türk konuşan yok amk ülke yarı suriyeli olmuş allah kahret,1
bir zaman bildirim açan var şimdi kes,0
atatürk yapılan tecavüz sön ateş mutlu türkü,1
aralık mağdur unut ay işsiz bekli kurum çalışmak biz hak,0
rakip göbek deşerek atılan gol hasta hasta,0
ben on dakikalık aşk olacak tam bir tehlikeli,0
sizinki dağ doğuştan allah vergi de,0
sıla millet düşman olduk sağır sultan vatan hain konser organize ede yardımcı var derhal istifa iste temmuz milletsiz sıla vatan hain para kazandır tank altın ezil,1
mazbata almadan kendi cumhurbaşkanı ilan etmek kadar,0
doğan kaybet bir dönem uğraştık basketbol ad bütünleşen duayen bir kişi ben nur içinde uyu,0
finans sitem yıl ilk saat oldu hala bekli forum site ben ayni saat yad bende sonra talep verdi sevin kullanıcı adım lokma,0
kürt kimlik kürt bayraktarlık yapan alay ermen rum yahudi kırma kendi kimlik gizli kürtçülük yapan ermen rum yahudi kürt sev kendi kimlik önemsiz mi,1
uyuyamamak demek ayol,0
gece atıştırmalık olarak hafif yiyecek tercih mesela mantı,0
yaptık yan kar kaldıkça yine gelecek yine savun yap bir tokat yediğ öbür yanak bedel ödet isek tekrar tekrar gelecek,0
umar doğan hoca böyle düşün,0
sen güzel anne iyi şanslı bir anne olacak dünyada sen güzel sahip olmuş şua bun bile hisset güzel bayram ol dost,0
aşı koyu güzel keşke görebil,0
lan biri forma değiştir hüzünlen bak adam bak bide gelen,0
bak işte sen de sev de biz de,0
sever laf ebeveyn mecazi değil,1
ak gelen malet yok,1
maç ol son penaltı ver beraber bitirme talimat al planlı var hikaye,1
birileri çocuk askerlik bedelli olarak yaptıran kanı vatan bedel ödeyen uzman kadro ver aziz millet diyecek sıvasız hane yiğit görmez mi gelecek vatan savunma olmaz,0
yüzün gül kadar dost sandık kişi arka konuş kadar yüzsüz,1
aynı biz atatürk yiğit bir lider peşin uşak anlam bir lider şart oldu,0
günaydın sabah sabah tahir as oku yine olmak yap gül dene,0
tarım milli ekonomi su ilaç israf önlemek bilinçsiz üretim sonlandırmak ziraat istihdam iste,0
orası ev aykut kocaman takip teknik direktör hayır,0
hareket dünya güzel vücutlu kız bile itici dur sen böyle bir yap amk sümük,1
hak değil hak iste,0
gelmeyecek bile bile beklemek saflık değil aşk laf sonra sürekli sayısal oynayan iyi anla başla,0
beyin çökertilme lazım millet ezme ön kesme bir enstrüman olarak kullanıl dip kadar gidil,1
son model radar olduk bildik yol radar ceza dönüş yol yine aynı hız aynı ceza bilerek ye aşırı zenginlik sonra aynı yol gitmek zorun kaldık bir sahne var aşırı keyiflen,0
kötü gün mi yaşa sakın bunlar kötü olduk düşün bir kere yanlış yapınca insan devam getir,0
ana karın çık çıkmaz bebek göstermek moda oldu yazık be harbiden yazık gün boyun bebek kadar insan nazar çeker huzursuz olur batıl inanç belle iş öyle değil bir kere aşı götür bütün gece ağla nazar sıçrayıp dur,0
merhaba lütfen,0
günaydın güzel keyifli bir hafta olma dile,0
sev sev uğraştır ya,0
türk akım derken rusya avrupa petrol göndermek yapılan proje,0
devam merak,0
yağmur koku hafiften bir esinti var şimşek baskın ses hafif uğultu birleş tahmin et gece kadar güzel olabilecek,0
klinik yüksek lisans yapan bir mezun klinik yüksek lisans yapan su ürün mezun arası fark eğitim der sonuçta iki yüksek lisans psikolojik yeterlilik uzmanlık ulaş aynı durum bir yapma geçerli,0
kimse kusur bak hafta beklemek yerine kilo lira erik alan beyinsiz bir piç amk salak ay bekli bek hafta,1
namus abide kalite tartışıl bir şahıs de saray tarafından tescilli,0
onlar parmak kanser olmuş yüzde,0
hala öyle gel türkiye türk has bir durum değil,0
zaman sen kendi filiz,0
sıkıntı gideren sanat ol gerek,0
muhalefet kazanamayacak anla pes et çekil diyecek rakip yok diyecek onlar güçlü kıl,0
dünya kupa baş amk artık stres kazan stres bağlayıp kısır döngü çık ol,0
dünya iğrenç ülke amerika aksi iddia ede amerikalı,1
türlü israf ön geçil neden yüksek ücret alan başta belediye başkan yardımcı olmak adalet eşitlik uygun olmak üzere fazla alan çalışan iki katı maaş alacak,0
neyse gel kurtar biz olduk yeni öğren,0
yorulduk zaman merve ben yerim düşünme yazın dondur kutu dondur çıkma sahil güneşlenmek güzellik merkezı rahatlamak,0
tamam baba suç işle yasal görev yap utanç değil onur,0
yüksek sadakat haydi gel iç şarkı zemzem su içer yaz,0
yaş kondom şart anal yok ödeme elden tek posta denizli gerçek hesap,1
oral ol,1
olacak sponsorluk harcayan hesap sorul,0
şimdi açma ören dene yap lazım kimi götüne sokayım dişi göt denice,1
amk cahil beyinsiz it herif mi beyin kafa bas sikeyim hava alma senelerce sahil gidip hava al ay almayıver yerinde götünüze ol ev otur çık aq,1
kullanıcı adım kandemir yaz bir bula süper,0
biri ben mezuniyet kavalye olarak götürebil mi ben biz çirkin ördek mezuniyet gitmek iste,0
er düzen süper kupa final mustafa cenk karşılaş herkes bekle getir de başkan bir sorun yok sade ufak pürüz olduk söyle,0
üstün yap harbi kapat git dükkan yalnız öyle yer atanmak atanamamak kadar kötü olabilir,0
yetimhane orospu pic,1
böyle günü aydınlık sikim,1
göz siktir git matematik iste hayat,1
şöyle baktığında erkek ders bunlar yazık,1
ha tamam ben icat edip,0
var ayakta olan gel ensest pasif çift gavat çift evli türbanlı sikiş,1
ersan hoca resmen türk millet demek istedik resmen biz ad televizyon hala onlar savunan karşı kus,0
vallahi sana büyük saygı duy dört dörtlük birisi değil transfersiz şampiyonluk oyna orta saha yalvar sik yap kodugumun yönetim yine şampiyonluk oyna olduk grup lider çıktı,1
hikaye falan değiştirseler boşa emek yazık öpüş birazcık umut var dizi net baldız ilişki görmek isteyen müge anlı çıktı sallı şimdi iste iğrenç,0
kardeş türk halk çin falan filan yoksa yanlış tarih mi oku neyse ülke uygurlu iste,1
nisan var sim,1
bugün hayat bıkarak uyan günaydın,0
uyuyup paris uyan ihtiyaç var,0
senol kadar sen rakip tam tipi gol atan haket gol atmadan fazla gol puan rakip resmen psikoloji,1
bütün meral beraber meydan haziran yine dil gir,1
kendi fazla ver akhisar yine yen,0
cidden çevirmen kazanacak iki kuruş göz dikmek ne ben bunlar görünce boykot edesi gel ses gel etmek lazım,1
genel başkan hüseyin emir altınışık tarafından başvuru sonra kamuoyu açıklama yapıl duyurul,0
sivri sen gel dışarı,0
mevlana değil olur ol gel adam ol öyle gel,1
hüseyin amca zaman doğru söyle torun torun siz enes torun izin git maşallah devam edin on erkek ol,0
yak on parti hepsi kraliyet bir lira ver sana ben pic okul okul sen kendi ol hey pic allah yine sana rahmet oku pis yahudi orospunun kraliyet öl,1
var anlatıl bir sen an bir sana anlat,0
lann oldu gerçekten şöyle gülmeyeli sahte gül,0
sivas yine hava büyülü arkadaş,0
bun anırma şekil ol demek,1
peygamber as sahabe abdullah akşam sabah olunca üçer kere oku onlar şey karşı sana yeter buyur,0
sen namus sikerim ben amına kodugumun pezevenk siktiğim,1
olmak başka bir yer yok,0
temkinlilik onaylayıp onaylamamak biz kal bir durum fakat ülke kar zarar hesap yapan insan zararlı durum olarak şekil zarar sonuçlan süreç sade kendi zarar vere tercih durum kalabil,0
mesele yan radikal karar alma gerektir,0
ben devre yine,0
günaydın abi rica et taş maliyet gel verice git,0
yuna salata yuna sev salatsı sat,1
ölen öl ateş yakar gene yer yakacak yalandan rica et,0
bugün kadar önemli var hatta tarihı gün cedi osmani izleyen tayfa izleme bırak gidi mehter marş dinleyin bak,0
büyük sorun olduk dönem genç önem verip söz tutan kazanan olacak söz tut,0
hırsızlık yaparak değil anlı akı kazan tebrik edeli,1
ulan güveç gidi insan ne yazdır sen ney be güveç,0
ben paylaşım yap yapıl zaten dert değil dert insan enerji saç merak yönlendirme dedik sade dedikodu yapma şu yemiş şu iç şura git iğneleme görsel sevdik dolan,1
öldür mükemmel görün sonra arkadaş dedik çık teklif ede kadar,0
aşk kum saat gibi kalp dolar beyin boşal,0
cemil sonradan yaptık pişman olacak,0
kendi halka malol bir insan sanatçı olarak gör siyaset alet görüş siz mahalle siyaset yap karşıt görüşlü mahalleli yap buda normal,0
kampanya imzalayarak bana destek olmak ister mis ben öyle tahmin et,0
yıl bun yap lütfen bir insan el değ sebep olmuş sebep olan olan siz cayır cayır yan,1
ders ovacık komünist başkan organik emekçi yan olan ürün bekle olur,0
adam ceza var amına koyayım habercilik gelecek oyna bir gidi,1
hah bir aysu kayaç vaka galiba sigara herkes iç fakir zengin ne yahu sigara cebin korkarak içmek mi iyi yoksa ucuz bir sigara paket paket tüketmek mi,0
ermen soykırım var diye ermen terör örgüt borazanlık yapan ağalık sistem beslenen perde arka aşiret ağa kadro oluşan aslen kürt düşman olan,1
,1
de hercai sezon sür sezon orta final yap bari hercai,0
günaydın dal uyan san evin bir ilkokul yakın olma koca bir pişmanlık yıl ilk kutlama anla büyü vesselam,0
hayır zaten oje renk karar veremeyen bir kızım,0
aq kendi gelip geçici mi san ayrı sen,1
herkes sen bile on ben fazla var kadar fazla sevgi hak et,0
el köpek işaret yapıp yüksek ses tekbir getirerek sokak geçen adam gör yaş,1
kalbı karar akıl tartar şu benze akıl esnaf şu akıl yaralan kalp yaralan yaradır ahmet murat,0
sen sakin adam konuş umursamaz böyle değiş kendi bil oldu,1
bana birileri yok anasını satı ben sana zaman de zor ara et sen,0
ben kendi aynı şey düşün bey hayırlı tezkere ara,0
ah kadar gurur,0
arap dölü suriyeli harcayacak şehir toplan merkezı yaptır ulan üstün gerçekleş millet mezar taşı rezidans bina olacak deprem,1
adam yalnızlık öl kadın kötü adam balkon gökyüzü bak,0
sabah kalk göz dolu bebek fotoğraf beğen bende siz zarar gelebil hakikaten,0
tamam kardeş sen rahat ol bek,0
geçmiş ol dayanış duygu ilet saldırı kına,0
